Hora,Dia,Temperatura,Umidade,Vento,CO,NO2
10,345,13.9,56.1,3.22,1.639,123.2
11,345,17.3,61.0,2.99,1.186,89.4
12,345,13.2,57.6,3.73,0.946,74.6
13,345,14.7,52.9,1.8,1.012,81.6
14,345,10.9,62.0,4.29,0.46,105.4
15,345,10.1,63.1,3.53,1.742,72.4
16,345,11.2,49.9,2.61,1.852,69.4
17,345,7.5,65.4,2.27,1.749,51.8
18,345,6.3,59.9,4.26,1.973,75.5
19,345,8.9,58.8,2.77,2.419,88.5
20,345,10.2,62.0,1.95,2.233,67.3
21,345,7.1,55.0,2.42,2.371,90.5
22,345,7.7,62.5,4.15,2.774,83.8
23,345,10.6,54.9,0.58,3.376,77.6
0,346,13.5,48.6,2.47,,118.5
1,346,14.7,50.6,4.61,3.851,157.4
2,346,11.4,59.4,2.75,3.012,107.2
3,346,19.1,49.5,3.41,4.151,145.4
4,346,14.8,63.6,4.63,3.114,156.8
5,346,16.1,61.1,4.34,3.439,141.8
6,346,15.0,62.2,2.34,3.421,122.8
7,346,22.0,54.0,2.8,3.1,140.7
8,346,16.6,56.3,4.36,1.645,144.8
9,346,13.6,49.9,4.41,1.327,106.9
10,346,16.0,60.2,2.87,2.055,119.0
11,346,14.6,57.5,2.92,1.151,83.5
12,346,11.4,59.4,3.4,1.249,91.0
13,346,12.2,64.8,5.05,0.68,84.8
14,346,7.6,54.7,4.6,0.324,70.1
15,346,7.3,57.2,4.04,0.668,59.0
16,346,3.4,60.6,1.38,0.363,64.3
17,346,4.3,54.0,2.59,1.047,71.5
18,346,10.4,55.9,2.67,1.233,73.4
19,346,10.2,59.4,5.13,2.811,74.7
20,346,7.6,56.1,2.64,1.478,59.5
21,346,11.6,63.1,4.88,2.232,110.6
22,346,9.0,49.8,2.14,2.763,94.7
23,346,10.0,62.6,2.26,2.607,94.4
0,347,12.1,59.7,3.72,3.856,96.4
1,347,13.0,53.3,5.35,3.329,107.1
2,347,14.0,51.2,2.68,2.741,
3,347,17.8,44.3,0.84,4.617,154.0
4,347,16.6,51.0,0.65,3.779,138.4
5,347,18.2,59.8,3.45,3.623,145.4
6,347,19.0,54.0,0.79,4.021,128.7
7,347,17.6,60.5,1.7,2.981,159.9
8,347,14.3,52.6,3.02,2.299,117.9
9,347,12.8,59.7,0.67,3.485,139.6
10,347,14.7,52.0,2.43,0.73,94.3
11,347,12.9,51.3,1.25,0.867,91.7
12,347,12.1,55.8,0.75,0.723,75.3
13,347,10.6,53.5,1.8,1.817,94.9
14,347,14.6,47.9,1.4,0.771,
15,347,5.8,57.4,3.7,0.572,69.2
16,347,3.6,59.4,4.79,0.133,53.6
17,347,7.8,64.0,2.45,1.336,73.8
18,347,6.2,62.8,2.11,1.283,73.8
19,347,7.8,63.8,2.38,1.82,
20,347,8.8,61.0,1.34,2.879,88.3
21,347,11.0,58.4,1.07,2.982,81.9
22,347,6.4,51.9,0.53,2.589,110.6
23,347,9.5,57.9,1.01,3.542,
0,348,13.0,59.1,5.45,4.575,122.7
1,348,15.0,62.8,1.96,4.263,123.4
2,348,19.0,57.7,1.41,4.383,127.8
3,348,17.6,60.9,2.12,3.446,166.2
4,348,16.3,49.9,0.61,4.45,157.8
5,348,15.2,53.8,3.09,3.995,149.9
6,348,16.0,57.4,2.93,3.473,137.6
7,348,15.8,61.1,3.08,2.993,155.6
8,348,17.8,53.9,2.94,4.081,138.6
9,348,16.2,54.7,2.44,2.672,129.7
10,348,12.0,59.8,0.82,2.449,152.5
11,348,12.5,50.6,2.89,1.362,87.0
12,348,13.9,63.9,4.53,0.913,97.2
13,348,11.5,52.1,5.72,0.891,85.5
14,348,10.8,47.2,2.64,0.709,80.0
15,348,9.3,57.2,2.81,0.696,61.5
16,348,11.0,65.2,3.75,1.075,55.9
17,348,7.8,60.6,5.24,0.498,59.4
18,348,6.3,61.9,2.27,1.39,57.1
19,348,5.5,58.6,4.04,1.453,30.6
20,348,8.3,56.8,1.77,,68.2
21,348,3.7,51.2,3.49,1.849,72.5
22,348,9.2,45.9,4.46,1.705,65.9
23,348,10.4,57.9,1.06,3.268,107.2
0,349,9.6,63.7,2.21,3.717,105.8
1,349,11.7,58.2,4.43,4.054,127.6
2,349,16.4,58.2,3.92,3.579,163.3
3,349,16.3,63.0,4.55,4.095,160.6
4,349,16.8,56.6,4.27,4.314,158.0
5,349,17.7,54.1,2.49,4.122,177.3
6,349,17.5,50.7,6.3,2.659,135.5
7,349,19.6,64.2,3.21,,135.8
8,349,16.9,57.6,1.58,2.973,119.9
9,349,12.9,51.4,2.58,2.881,149.2
10,349,18.0,48.7,2.3,1.992,144.3
11,349,14.3,62.0,4.19,1.204,113.4
12,349,11.1,51.5,2.32,0.376,105.1
13,349,8.5,66.7,4.65,0.348,34.7
14,349,10.6,43.0,3.84,0.289,103.0
15,349,8.5,64.6,1.5,0.824,65.5
16,349,11.1,59.1,2.79,0.187,91.2
17,349,6.8,58.6,1.84,0.88,85.8
18,349,5.6,57.4,3.28,0.638,68.0
19,349,9.2,66.7,1.83,2.293,68.8
20,349,9.8,60.6,3.11,,73.2
21,349,9.1,52.8,2.59,2.228,52.4
22,349,11.1,48.1,2.77,3.108,110.0
23,349,10.9,57.6,6.08,2.72,61.1
0,350,12.9,56.1,2.46,4.842,123.9
1,350,16.1,47.6,0.1,4.688,157.8
2,350,16.2,54.9,4.52,3.864,144.5
3,350,15.6,52.4,4.51,3.981,118.1
4,350,19.5,54.2,0.03,3.126,117.1
5,350,12.5,59.9,1.95,4.158,
6,350,21.6,61.0,3.65,3.779,149.0
7,350,13.9,60.4,3.79,2.734,149.5
8,350,15.5,51.7,2.99,2.831,143.3
9,350,15.9,57.1,3.03,2.517,
10,350,14.7,55.9,1.59,1.677,121.1
11,350,15.8,48.6,0.6,1.908,117.7
12,350,10.3,58.9,6.07,1.171,99.0
13,350,11.7,65.8,1.55,1.227,121.7
14,350,8.8,57.5,3.26,0.488,80.8
15,350,9.5,49.2,2.76,,82.1
16,350,8.0,57.8,4.35,1.323,95.4
17,350,7.8,51.6,3.17,1.355,77.3
18,350,6.3,62.4,3.23,0.602,47.8
19,350,6.6,60.6,0.95,2.072,90.4
20,350,8.7,56.5,1.75,2.416,72.2
21,350,10.8,55.1,4.12,3.03,74.3
22,350,8.7,56.3,3.98,2.744,79.0
23,350,9.4,57.2,1.57,3.138,122.1
0,351,13.8,52.0,0.63,3.207,121.4
1,351,13.8,48.9,3.19,3.455,138.2
2,351,16.8,60.7,1.36,4.805,152.4
3,351,14.3,53.8,1.28,4.154,145.6
4,351,13.4,56.8,5.64,3.388,144.6
5,351,16.4,56.5,5.17,4.059,158.4
6,351,16.1,56.8,3.73,3.786,138.8
7,351,17.3,48.9,3.46,2.606,115.7
8,351,15.7,46.9,0.07,3.447,133.2
9,351,17.6,51.8,1.89,1.544,124.8
10,351,14.5,57.6,2.56,2.013,105.4
11,351,14.2,52.1,1.92,1.68,136.5
12,351,12.9,54.3,2.47,1.712,103.7
13,351,11.7,67.1,4.95,0.852,82.5
14,351,10.1,47.8,2.19,0.664,62.5
15,351,10.1,53.2,2.49,0.708,79.6
16,351,6.7,67.5,4.11,1.937,55.2
17,351,10.6,56.6,0.87,1.374,69.5
18,351,7.1,54.3,1.74,1.671,60.2
19,351,5.2,64.3,1.89,0.602,58.9
20,351,8.7,57.7,3.08,1.64,77.7
21,351,7.4,56.0,2.48,,68.6
22,351,11.4,57.5,2.53,2.2,61.9
23,351,15.7,52.0,2.0,3.871,97.0
0,352,11.2,51.6,1.39,3.321,126.4
1,352,14.7,55.0,3.91,3.258,125.9
2,352,11.8,51.4,2.49,3.473,123.7
3,352,17.2,54.9,3.93,4.698,177.7
4,352,15.3,57.2,1.33,4.133,166.6
5,352,16.4,59.4,2.0,3.272,157.4
6,352,15.6,61.0,2.67,3.71,136.2
7,352,19.1,52.2,2.81,3.544,159.9
8,352,19.1,56.8,4.13,2.423,135.3
9,352,16.4,57.6,2.35,2.743,117.8
10,352,13.6,57.6,4.12,2.081,114.2
11,352,17.3,52.4,3.56,1.923,91.4
12,352,11.3,51.5,2.84,0.681,76.1
13,352,7.2,60.4,1.57,0.182,56.9
14,352,11.2,48.1,4.14,0.1,80.3
15,352,7.0,56.6,1.61,0.397,61.7
16,352,10.4,44.1,2.97,0.708,47.0
17,352,7.2,51.2,2.92,0.815,66.9
18,352,9.0,52.9,2.69,1.346,63.5
19,352,10.8,62.3,2.42,2.706,93.8
20,352,6.0,61.6,1.77,1.884,74.9
21,352,8.1,54.8,0.57,2.643,63.7
22,352,10.1,60.6,5.11,1.775,75.3
23,352,14.6,60.1,2.26,4.625,101.1
0,353,11.6,55.7,2.81,2.905,117.5
1,353,13.1,49.2,2.8,3.448,138.5
2,353,16.4,54.0,4.64,4.202,113.9
3,353,15.3,54.9,5.9,3.765,137.0
4,353,17.6,48.6,3.24,4.71,170.4
5,353,14.7,57.4,2.76,3.927,124.9
6,353,22.4,54.7,1.31,3.757,141.0
7,353,15.1,57.7,0.83,3.649,145.5
8,353,16.6,56.4,0.34,3.449,156.5
9,353,16.4,58.7,1.81,1.991,129.3
10,353,19.3,53.3,0.14,2.744,133.7
11,353,11.6,57.5,4.62,0.997,106.8
12,353,16.9,52.9,3.63,1.168,86.1
13,353,13.2,53.1,2.62,1.039,107.3
14,353,11.3,63.3,4.66,0.409,59.0
15,353,7.4,47.5,1.39,0.55,22.6
16,353,9.8,61.5,1.77,1.47,41.7
17,353,6.7,54.9,0.1,0.45,53.8
18,353,10.5,53.1,4.16,0.767,52.7
19,353,6.2,59.5,1.78,2.012,63.1
20,353,8.4,50.0,3.02,2.01,76.4
21,353,8.3,53.4,4.5,2.78,104.6
22,353,8.5,53.2,5.06,2.785,99.7
23,353,13.1,55.0,2.96,2.704,109.0
0,354,14.2,51.7,3.58,,100.3
1,354,16.8,63.0,1.64,4.373,123.7
2,354,12.1,65.4,5.53,3.666,142.2
3,354,18.8,44.3,2.75,3.895,141.8
4,354,22.5,56.0,3.12,4.007,153.2
5,354,17.0,59.2,2.39,3.443,152.6
6,354,21.9,56.1,4.8,2.763,140.1
7,354,17.4,51.5,3.3,2.266,155.4
8,354,14.7,54.4,4.14,2.587,123.9
9,354,16.0,51.4,3.53,1.694,105.9
10,354,17.7,52.6,2.67,2.219,90.7
11,354,12.7,50.1,4.39,0.89,107.9
12,354,11.9,55.9,3.52,0.325,74.7
13,354,13.0,48.6,1.56,0.862,99.8
14,354,10.6,55.8,1.52,1.928,88.0
15,354,10.8,50.5,3.22,0.702,60.7
16,354,9.3,58.3,4.36,,48.4
17,354,9.2,53.8,5.46,0.891,72.6
18,354,7.3,59.3,0.33,0.816,57.4
19,354,8.8,62.8,3.04,2.402,79.1
20,354,6.9,65.9,3.73,1.779,80.9
21,354,12.2,43.7,3.44,1.928,82.1
22,354,9.3,53.0,4.51,2.448,76.7
23,354,14.1,54.3,3.98,3.212,112.2
0,355,12.8,58.5,1.52,4.126,133.6
1,355,15.0,47.3,1.48,3.69,130.1
2,355,14.8,50.7,3.47,5.201,156.5
3,355,14.8,56.2,4.49,3.288,145.0
4,355,14.1,56.2,3.22,4.024,140.3
5,355,16.0,57.1,0.63,2.86,131.1
6,355,17.6,56.9,1.43,3.488,178.3
7,355,18.5,56.1,4.04,3.163,160.5
8,355,19.6,55.1,2.48,2.245,127.7
9,355,15.9,55.5,3.18,2.909,140.5
10,355,14.0,59.1,4.6,1.771,98.6
11,355,11.7,45.3,1.2,1.297,91.7
12,355,14.2,63.4,2.38,1.424,75.5
13,355,14.8,44.5,2.22,0.791,84.4
14,355,13.3,50.6,3.53,1.44,83.9
15,355,11.2,55.5,4.16,1.185,86.9
16,355,10.2,60.3,0.78,1.287,63.7
17,355,11.9,41.5,2.99,1.49,81.9
18,355,9.0,57.2,4.3,0.468,64.5
19,355,9.7,61.0,0.22,2.743,115.3
20,355,8.3,62.5,2.9,2.005,99.1
21,355,7.0,54.4,1.18,3.066,111.8
22,355,9.4,55.7,2.04,3.33,110.8
23,355,12.0,53.3,0.76,4.037,99.2
0,356,13.6,54.0,5.09,2.908,113.5
1,356,18.6,49.3,2.47,3.652,158.0
2,356,16.1,50.7,1.79,5.25,155.1
3,356,19.4,56.4,3.49,3.324,122.1
4,356,16.9,55.6,1.44,3.486,145.9
5,356,17.7,57.2,1.29,3.885,133.0
6,356,15.8,56.3,5.27,,128.1
7,356,16.8,58.5,5.71,2.455,139.7
8,356,18.8,58.7,2.11,3.11,148.2
9,356,17.0,46.2,4.6,2.522,114.5
10,356,17.8,50.4,3.53,1.842,105.0
11,356,15.1,54.3,0.88,1.524,81.6
12,356,12.8,56.1,1.61,1.203,90.1
13,356,16.5,51.7,5.33,0.613,49.2
14,356,10.8,61.3,0.86,0.105,61.6
15,356,12.2,66.2,6.42,0.655,66.5
16,356,8.3,58.4,2.14,1.252,40.2
17,356,10.0,57.4,5.37,0.779,
18,356,10.3,61.2,2.54,0.318,52.3
19,356,9.0,48.0,4.2,1.29,61.0
20,356,4.4,58.8,5.09,2.094,72.7
21,356,10.0,61.9,5.08,1.59,79.0
22,356,13.4,52.8,2.12,3.494,74.9
23,356,13.2,49.9,1.71,3.276,115.6
0,357,14.5,54.7,2.88,3.691,112.1
1,357,11.5,56.3,1.05,3.555,114.4
2,357,14.7,51.1,3.36,3.329,100.3
3,357,18.0,65.1,1.77,4.905,146.3
4,357,18.8,52.0,4.62,4.217,155.8
5,357,20.9,48.0,2.14,4.262,153.7
6,357,18.3,54.0,0.39,4.143,154.0
7,357,19.3,58.8,5.1,3.161,135.5
8,357,18.0,54.7,3.28,3.115,136.2
9,357,15.2,57.9,3.04,1.804,102.6
10,357,11.6,52.2,4.64,2.118,116.1
11,357,15.8,62.7,4.31,1.993,100.3
12,357,14.0,58.6,1.86,1.441,77.5
13,357,11.1,61.9,2.33,0.749,91.0
14,357,7.9,59.5,1.33,0.151,42.9
15,357,11.4,60.7,0.8,1.136,78.0
16,357,8.8,53.0,3.87,1.561,78.4
17,357,9.9,54.6,3.59,,47.6
18,357,12.4,63.0,4.14,1.902,84.5
19,357,4.5,66.4,4.92,1.042,53.2
20,357,7.9,51.9,4.16,1.715,62.0
21,357,9.7,58.3,4.3,1.786,58.6
22,357,14.0,53.6,0.12,3.002,94.9
23,357,9.1,53.8,2.54,3.532,93.2
0,358,17.7,56.1,4.45,4.087,109.0
1,358,15.4,61.1,1.25,4.19,128.7
2,358,16.1,57.4,3.14,3.739,132.0
3,358,16.9,53.3,3.78,3.383,153.9
4,358,17.3,57.4,3.66,3.86,158.5
5,358,20.7,52.0,3.55,3.608,153.3
6,358,16.7,57.1,3.9,3.359,141.4
7,358,19.3,61.2,3.27,2.934,132.3
8,358,17.4,44.4,0.81,2.71,132.7
9,358,15.8,59.2,3.76,2.174,114.6
10,358,21.5,45.9,3.43,2.219,106.7
11,358,15.9,61.4,0.83,2.316,109.7
12,358,15.0,52.3,5.07,0.814,75.0
13,358,14.8,49.5,3.8,1.203,72.0
14,358,8.5,60.9,0.93,1.733,96.7
15,358,13.8,57.7,1.77,1.331,51.4
16,358,4.4,53.7,2.15,1.256,51.0
17,358,7.4,51.5,2.15,0.736,77.5
18,358,7.9,56.7,3.44,0.879,52.9
19,358,10.1,50.9,1.54,1.817,89.8
20,358,9.9,51.7,4.69,,55.8
21,358,9.9,57.6,4.57,2.894,88.8
22,358,11.3,51.8,3.93,2.494,101.5
23,358,10.5,59.0,3.07,3.186,90.5
0,359,11.0,64.2,4.41,3.908,144.2
1,359,16.7,54.2,2.59,4.114,123.0
2,359,17.9,55.3,1.91,4.194,
3,359,20.7,63.9,4.79,4.14,132.4
4,359,16.7,49.0,3.48,3.258,160.9
5,359,20.2,59.9,1.97,3.349,147.0
6,359,18.4,59.8,2.37,2.699,168.5
7,359,21.2,57.9,1.9,3.429,161.0
8,359,20.3,60.4,6.03,2.944,148.0
9,359,17.9,56.0,3.01,2.659,113.5
10,359,15.8,52.3,3.24,2.35,119.8
11,359,17.2,60.3,4.08,2.169,104.7
12,359,15.3,61.1,1.18,1.456,94.9
13,359,11.3,62.1,4.64,0.64,80.8
14,359,8.8,57.6,2.09,1.471,66.2
15,359,9.9,53.5,5.75,0.102,57.5
16,359,12.7,57.2,2.53,0.458,57.2
17,359,11.4,61.3,4.56,0.837,44.2
18,359,6.7,63.1,0.75,1.224,74.2
19,359,6.8,55.8,1.24,1.784,72.2
20,359,12.2,57.9,2.56,1.858,84.8
21,359,8.2,51.0,0.05,2.908,95.2
22,359,12.5,61.2,3.9,2.638,65.7
23,359,11.4,52.7,3.47,3.849,98.2
0,360,17.4,58.7,1.51,3.382,138.6
1,360,13.9,50.1,2.98,3.756,137.1
2,360,18.9,59.5,4.21,3.856,109.2
3,360,18.0,56.2,0.15,4.468,152.9
4,360,19.0,50.4,1.09,4.636,139.9
5,360,15.0,58.9,2.5,3.744,115.0
6,360,14.7,52.6,3.04,3.179,166.7
7,360,18.5,58.2,2.91,3.437,144.5
8,360,19.0,52.9,4.33,3.007,139.3
9,360,15.4,46.8,3.72,2.215,104.5
10,360,14.5,50.7,4.04,1.825,95.9
11,360,16.6,52.9,0.92,2.05,84.4
12,360,15.3,62.3,3.22,0.357,104.8
13,360,12.6,60.7,2.54,0.77,55.3
14,360,13.2,64.2,5.19,0.831,97.6
15,360,8.3,65.8,3.26,0.475,48.7
16,360,9.1,54.6,2.0,0.778,43.4
17,360,12.6,55.3,4.28,1.28,63.0
18,360,9.3,55.2,3.84,1.468,54.4
19,360,9.6,53.8,1.77,2.079,73.3
20,360,14.4,46.5,2.48,2.006,60.9
21,360,7.8,57.6,2.5,1.751,71.6
22,360,13.2,49.6,4.84,3.268,86.3
23,360,16.2,55.0,3.3,3.116,116.3
0,361,13.7,66.5,4.09,3.131,119.0
1,361,17.3,52.3,2.26,3.618,127.7
2,361,14.8,56.5,3.5,4.466,155.5
3,361,16.5,59.6,4.96,3.9,144.2
4,361,19.4,55.6,2.46,4.229,151.0
5,361,20.7,55.2,3.17,4.174,148.9
6,361,21.6,51.7,0.96,3.771,137.0
7,361,22.3,52.2,1.85,3.891,137.2
8,361,18.5,49.6,2.5,2.148,129.7
9,361,20.2,58.2,1.41,2.009,136.6
10,361,16.1,46.5,4.98,1.05,114.1
11,361,17.4,59.6,1.74,,115.2
12,361,14.7,48.6,4.18,1.309,76.5
13,361,13.9,60.6,3.28,0.702,87.1
14,361,12.7,54.4,3.05,,66.1
15,361,7.6,51.6,5.23,1.024,71.7
16,361,7.7,60.6,0.39,0.667,69.0
17,361,9.7,61.7,2.71,1.252,46.2
18,361,5.9,56.0,1.38,1.006,62.4
19,361,11.1,60.3,0.06,2.643,81.0
20,361,11.7,45.1,1.21,,96.1
21,361,11.4,50.0,3.03,1.889,69.9
22,361,9.6,63.6,1.91,2.845,92.5
23,361,15.8,54.1,4.34,2.324,98.0
0,362,18.6,45.1,2.68,,116.0
1,362,16.1,51.7,2.51,5.005,129.8
2,362,18.0,50.0,2.52,3.056,117.0
3,362,18.4,53.6,2.85,3.388,133.2
4,362,19.9,52.2,2.37,4.173,173.9
5,362,19.1,55.2,1.72,3.882,146.4
6,362,19.4,53.8,4.48,3.127,148.6
7,362,21.1,60.5,2.06,2.437,133.8
8,362,23.5,55.1,2.42,3.165,133.0
9,362,15.2,57.7,3.64,2.521,126.1
10,362,16.8,60.8,3.48,3.227,138.8
11,362,13.4,54.0,1.66,2.149,108.5
12,362,17.7,48.4,4.13,0.559,83.2
13,362,12.0,62.4,3.81,0.785,76.6
14,362,9.1,57.9,3.27,0.926,59.4
15,362,12.2,57.0,2.35,0.566,80.1
16,362,13.6,52.7,2.39,1.5,62.3
17,362,11.0,53.6,2.7,1.522,88.3
18,362,9.9,61.3,1.15,2.188,75.5
19,362,10.5,61.8,2.94,2.174,93.9
20,362,13.0,60.0,4.34,2.287,73.9
21,362,9.2,61.2,4.31,2.029,68.1
22,362,11.8,59.3,2.43,2.386,104.5
23,362,12.3,57.0,4.6,3.274,
0,363,12.3,55.4,5.86,3.09,130.2
1,363,15.3,61.5,2.53,3.787,134.3
2,363,19.4,52.3,4.04,4.624,163.2
3,363,19.3,56.1,0.39,5.077,137.3
4,363,20.3,49.9,1.11,3.618,
5,363,19.8,50.8,3.14,3.68,134.6
6,363,20.7,52.6,1.49,3.48,108.9
7,363,17.9,50.6,6.06,2.902,151.4
8,363,18.4,58.5,3.9,1.466,120.5
9,363,18.6,47.7,4.45,1.434,130.0
10,363,17.7,55.2,2.96,,114.8
11,363,16.6,55.7,1.5,2.064,108.7
12,363,14.4,46.6,2.22,1.272,115.2
13,363,12.6,54.0,3.38,1.199,86.0
14,363,18.5,55.7,2.04,1.32,71.1
15,363,12.9,58.3,4.01,1.419,71.6
16,363,11.2,55.6,4.07,1.561,72.0
17,363,9.4,60.6,3.01,0.677,15.1
18,363,8.8,56.8,0.26,2.043,77.8
19,363,9.6,57.2,5.57,1.719,88.6
20,363,10.9,58.0,2.68,3.459,87.9
21,363,7.4,62.4,7.06,1.582,68.3
22,363,9.0,53.9,3.98,2.682,97.6
23,363,12.1,53.9,2.69,2.829,126.7
0,364,15.2,52.1,3.67,3.171,118.7
1,364,15.6,53.6,0.03,4.401,135.0
2,364,20.3,61.0,4.54,4.161,130.8
3,364,15.4,58.2,6.85,3.821,123.4
4,364,17.7,49.0,0.13,4.462,151.0
5,364,22.7,50.2,2.57,3.87,148.3
6,364,20.1,55.8,2.84,3.409,115.1
7,364,21.4,49.0,4.31,2.611,124.2
8,364,23.3,49.4,6.16,2.267,146.0
9,364,17.0,61.6,3.57,2.144,118.8
10,364,17.1,51.8,6.21,1.646,74.6
11,364,15.6,60.1,3.26,1.799,129.8
12,364,10.9,63.0,3.68,1.22,78.8
13,364,12.9,52.5,3.49,1.646,81.6
14,364,14.1,51.3,4.83,0.237,83.3
15,364,12.4,54.9,2.37,0.8,55.7
16,364,11.7,51.0,4.23,0.388,28.4
17,364,9.2,57.8,1.15,1.876,73.0
18,364,8.5,56.4,2.57,1.107,73.0
19,364,12.5,58.0,2.04,2.544,69.4
20,364,9.5,64.1,3.13,2.818,80.4
21,364,11.9,60.5,2.53,2.868,69.8
22,364,12.7,58.6,4.7,2.997,80.0
23,364,16.5,45.2,1.68,3.683,104.2
0,365,16.9,57.1,0.4,3.91,128.8
1,365,13.7,64.5,0.96,3.799,127.2
2,365,15.1,40.4,4.49,,147.6
3,365,19.7,57.5,1.55,5.208,178.1
4,365,19.2,53.4,3.6,3.412,153.4
5,365,18.9,50.1,2.56,3.902,124.1
6,365,22.0,57.4,4.24,,144.2
7,365,20.2,62.5,2.65,3.059,152.7
8,365,19.4,58.0,7.15,2.536,129.5
9,365,20.1,52.1,5.85,1.348,90.4
10,365,16.7,50.3,2.53,2.559,112.3
11,365,19.4,54.9,2.32,2.296,76.6
12,365,13.4,60.3,7.7,0.59,81.7
13,365,15.0,53.6,1.38,0.744,69.4
14,365,15.4,53.9,2.92,1.375,73.3
15,365,8.7,71.5,3.03,0.1,77.5
16,365,10.0,62.4,3.0,0.364,37.7
17,365,12.5,62.0,0.39,,54.7
18,365,12.3,49.0,3.74,2.19,54.8
19,365,9.8,53.5,1.54,2.201,89.1
20,365,9.2,57.6,5.15,1.55,86.5
21,365,13.4,51.0,0.82,2.066,84.8
22,365,14.9,63.5,3.09,3.143,101.1
23,365,11.4,63.6,0.32,3.672,90.9
0,366,12.8,53.5,0.23,3.841,121.4
1,366,16.9,63.8,1.74,5.004,121.0
2,366,18.9,54.3,1.95,4.184,137.5
3,366,18.1,67.5,5.2,2.71,123.2
4,366,20.9,54.5,2.94,3.879,135.9
5,366,18.6,57.3,4.94,3.772,147.1
6,366,15.9,62.2,2.43,3.558,155.7
7,366,19.2,60.6,3.91,2.935,165.0
8,366,19.6,56.7,1.91,2.69,141.1
9,366,18.2,53.8,1.81,1.408,149.5
10,366,15.4,58.0,0.27,2.096,119.0
11,366,12.8,52.1,3.5,1.113,
12,366,14.1,56.5,3.39,1.23,98.8
13,366,15.7,49.8,4.17,1.184,87.7
14,366,15.2,46.5,3.32,1.549,78.0
15,366,14.0,56.0,6.04,0.153,64.8
16,366,9.2,63.5,3.26,0.154,62.0
17,366,8.0,62.2,4.49,0.556,35.3
18,366,11.2,56.2,2.51,1.129,71.8
19,366,11.6,65.3,1.64,1.548,44.2
20,366,11.6,53.7,4.08,2.826,92.8
21,366,7.6,48.1,2.87,2.487,92.6
22,366,10.9,45.8,4.25,3.796,124.3
23,366,13.8,49.9,3.53,3.346,92.8
0,367,16.3,59.2,1.81,3.311,98.3
1,367,18.2,51.4,4.61,3.472,139.1
2,367,18.1,56.9,1.69,4.748,126.4
3,367,19.5,62.4,3.94,3.482,118.4
4,367,19.8,48.5,4.92,4.112,150.2
5,367,21.5,55.9,2.42,3.766,145.9
6,367,21.0,56.4,4.73,2.921,141.5
7,367,20.3,49.6,3.6,3.805,155.1
8,367,19.1,61.0,4.28,2.306,137.2
9,367,19.0,52.8,1.74,2.044,120.5
10,367,18.8,52.4,3.32,1.881,114.5
11,367,17.2,65.4,0.89,1.506,101.8
12,367,16.1,57.8,5.57,2.094,101.5
13,367,16.7,59.6,0.02,1.936,70.8
14,367,13.4,62.8,2.47,0.628,82.6
15,367,10.5,53.6,1.6,0.662,81.1
16,367,12.8,62.4,4.01,0.1,64.6
17,367,7.8,55.2,5.89,,67.0
18,367,8.2,54.8,3.98,0.827,43.4
19,367,11.2,55.3,7.44,1.403,43.8
20,367,12.0,53.3,0.93,1.455,81.0
21,367,9.3,61.3,1.05,2.667,85.9
22,367,12.1,57.7,1.66,3.975,107.3
23,367,12.8,53.7,3.18,3.36,109.1
0,368,14.5,59.0,1.46,3.456,118.4
1,368,18.7,53.0,1.87,4.166,139.1
2,368,19.4,52.5,3.93,4.045,134.0
3,368,19.0,54.5,1.14,5.398,126.6
4,368,18.8,56.7,1.3,3.974,156.0
5,368,17.6,56.7,2.4,3.15,149.1
6,368,23.4,51.2,2.54,3.735,127.9
7,368,21.5,57.8,4.52,3.179,123.3
8,368,18.4,53.4,1.65,3.109,150.3
9,368,20.5,50.6,1.92,2.891,146.9
10,368,17.9,47.3,3.87,2.796,83.0
11,368,16.2,60.0,4.2,1.084,105.2
12,368,16.4,55.1,5.14,0.7,83.7
13,368,12.7,57.2,3.7,0.1,74.3
14,368,12.3,61.5,3.2,1.129,78.3
15,368,12.2,53.9,3.86,,50.5
16,368,10.2,50.1,2.6,1.362,77.4
17,368,12.0,56.7,2.59,0.987,50.6
18,368,14.3,57.3,0.34,2.731,88.5
19,368,9.2,55.9,4.34,0.852,74.1
20,368,7.9,65.0,3.32,2.502,66.0
21,368,8.0,45.2,4.17,2.754,73.6
22,368,12.7,61.8,1.22,3.465,101.4
23,368,12.9,60.1,2.93,,122.8
0,369,16.1,57.5,1.72,4.161,112.7
1,369,17.2,38.1,5.25,3.83,120.0
2,369,15.0,61.9,3.92,2.94,129.2
3,369,15.6,50.2,3.35,4.689,158.0
4,369,20.6,51.3,2.35,3.955,153.4
5,369,20.8,52.9,3.6,4.53,154.8
6,369,19.8,56.1,1.61,3.608,141.5
7,369,17.2,58.0,2.85,3.522,149.2
8,369,21.0,58.2,2.13,2.476,82.7
9,369,21.8,57.5,6.4,2.236,151.6
10,369,18.7,55.6,5.2,1.801,110.2
11,369,15.3,57.5,4.59,1.134,101.8
12,369,15.8,49.8,0.76,1.016,121.6
13,369,11.7,52.7,4.3,0.1,62.1
14,369,15.3,59.9,3.28,0.516,105.1
15,369,12.3,60.5,4.84,1.017,80.1
16,369,7.8,61.3,3.48,0.1,61.7
17,369,10.3,54.4,2.99,,65.8
18,369,11.6,61.1,3.35,0.718,44.6
19,369,10.2,51.1,0.29,2.129,47.6
